label,field.h.x,field.h.y,field.h.z,field.n.x,field.n.y,field.n.z,field.t.x,field.t.y,field.t.z,field.rs.x,field.rs.y,field.rs.z,field.re.x,field.re.y,field.re.z,field.rh.x,field.rh.y,field.rh.z,field.ls.x,field.ls.y,field.ls.z,field.le.x,field.le.y,field.le.z,field.lh.x,field.lh.y,field.lh.z
bow1,1.65311613316,-0.0734213417063,0.270957001499,1.67014316284,-0.0899883033936,0.0359576408578,1.66771770171,-0.112318886339,-0.198318137588,1.61490474433,0.0660132942425,0.0216600990067,1.50056410549,0.162334933878,-0.264638507489,1.46268769087,-0.14208735491,-0.28952493452,1.72538158136,-0.245989908659,0.050255182709,1.72647943395,-0.326769598231,-0.276164178625,1.69077789795,-0.365378585571,-0.580066757448
bow1,1.65732622025,-0.0737262731412,0.271764481151,1.67147471216,-0.0915182667643,0.0361571598926,1.66642547024,-0.113449018038,-0.198125383818,1.61516244564,0.0641862077867,0.0227958249888,1.50166908654,0.163240226633,-0.263574546704,1.46199762075,-0.140819214745,-0.290066405373,1.72778697869,-0.247222748945,0.0495184947963,1.72705316469,-0.32746155169,-0.276783870673,1.69271649584,-0.365965797688,-0.580857536053
bow1,1.65852017923,-0.0709319572321,0.271633312215,1.67204600424,-0.0905579756643,0.0379389418517,1.66750849617,-0.116229699485,-0.195972525247,1.6145232817,0.0644616189522,0.0220416922048,1.50064698789,0.161667346902,-0.26621541209,1.46172785405,-0.14274066349,-0.289621397058,1.72956872678,-0.245577555022,0.0538361914987,1.72799872758,-0.326598266966,-0.274217651002,1.69364789953,-0.36533295125,-0.57826220256
bow1,1.65854228668,-0.0728572730078,0.273172130493,1.67336975151,-0.0936091792981,0.0394596279074,1.66919967892,-0.120229876378,-0.19435571017,1.6143832838,0.0607952060844,0.0229324092718,1.49943359877,0.162392516395,-0.268271315837,1.46015790798,-0.142170860296,-0.288991386409,1.73235621922,-0.248013579939,0.0559868465429,1.72652508731,-0.327141241129,-0.276792718831,1.69277826211,-0.36567990879,-0.580927543604
bow1,1.6579789218,-0.072106672355,0.271093580316,1.67269774976,-0.0941466420936,0.0376481679734,1.66716195894,-0.121823603346,-0.196016179369,1.61456345235,0.0605347544757,0.0207040913493,1.49680835853,0.161770665322,-0.267831792033,1.45999396913,-0.14303904022,-0.289431205142,1.73083204717,-0.248828053922,0.0545922445975,1.72586164488,-0.327515083898,-0.274520560633,1.69069049694,-0.364377212601,-0.578702499314
bow1,1.65885574839,-0.0706846568051,0.271300120064,1.67106785762,-0.0910815693452,0.0381745106302,1.66412276329,-0.118296957405,-0.195506265252,1.61323702864,0.0637823387148,0.0218574775691,1.4948598811,0.160950788169,-0.266228696497,1.45696003871,-0.143670994113,-0.288666606596,1.7288986866,-0.245945462146,0.0544915436913,1.7244746777,-0.327481824833,-0.275654497188,1.68721612496,-0.363522122824,-0.579684176006
bow1,1.66190434236,-0.070981635048,0.273720915751,1.67153893462,-0.0911951387818,0.040148889393,1.66528462836,-0.116510461743,-0.193764600818,1.61362241603,0.0637476912351,0.0249289940979,1.49148281224,0.158655136726,-0.266798813487,1.45689499341,-0.146541309904,-0.28658869498,1.72945545322,-0.246137964984,0.0553687846882,1.72282416658,-0.328223896325,-0.275968059241,1.68730682982,-0.365671414483,-0.580031100167
bow1,1.65882133559,-0.0715006054179,0.273486582593,1.66967125814,-0.0911564493531,0.0399974527719,1.66384005182,-0.117519591805,-0.193809639458,1.61125302873,0.0635218791566,0.0240137806331,1.49064650504,0.157810223987,-0.268593671255,1.45739329113,-0.14768046823,-0.285903058383,1.72808948756,-0.245834777863,0.0559811249107,1.72197052841,-0.327929710008,-0.275802894973,1.68451690824,-0.364176277026,-0.579786522048
bow1,1.66420927733,-0.0699732952826,0.275636098935,1.67208191215,-0.0918084180373,0.0419258954552,1.66520236879,-0.118825098276,-0.191773572684,1.61325609006,0.0626991631256,0.0257960913907,1.49315734992,0.160096366022,-0.271582999326,1.45756101267,-0.145350603112,-0.284408185952,1.73090773425,-0.246316014459,0.0580556995197,1.72312971865,-0.328047686707,-0.273049298156,1.68703559359,-0.363965330274,-0.577234956592
bow1,1.66285429313,-0.070422679227,0.274170954986,1.67112183019,-0.0919958300112,0.0420219988353,1.66415403254,-0.119635046279,-0.191604776109,1.61278636245,0.0626524542469,0.0254664117197,1.49096192523,0.158239241258,-0.270750227589,1.45795591567,-0.147419113624,-0.284968734277,1.72945729792,-0.246644129528,0.058577585951,1.72364681185,-0.325396165032,-0.269481673103,1.68955538256,-0.363990040257,-0.573564433621
bow1,1.6603267016,-0.0695956087385,0.27400665763,1.67002454373,-0.0936456524622,0.0413466030856,1.66325999888,-0.122680551272,-0.192115743894,1.61168699763,0.0608930126476,0.0238177798936,1.49106006817,0.15932377531,-0.270100356124,1.45750656811,-0.146230577677,-0.285614026816,1.72836208983,-0.248184309943,0.0588754262776,1.72246992488,-0.32675862663,-0.272775980303,1.6879317078,-0.362779108721,-0.577125951095
bow1,1.65791898038,-0.0694179213545,0.272448255829,1.66922009262,-0.0929044902559,0.0399780605083,1.66308737926,-0.120876848598,-0.193632390599,1.61035544955,0.0615005974783,0.0230352835639,1.49039368168,0.159733990148,-0.270957134682,1.45683481877,-0.145928059392,-0.284333964534,1.72808473569,-0.24730958562,0.0569208374526,1.72183674037,-0.3239632188,-0.271557716259,1.68646430577,-0.362559479101,-0.57549130215
bow1,1.65823599849,-0.0690295840084,0.273247235378,1.66942163549,-0.0935102100356,0.0406757831567,1.66341405294,-0.123603203905,-0.192677283156,1.60990696442,0.0604886977901,0.0223487159975,1.48931983417,0.159036964719,-0.270284157105,1.45651376658,-0.146541646998,-0.286926370582,1.72893630657,-0.247509136935,0.0590028503159,1.72147748869,-0.32385332632,-0.271108374119,1.68423297634,-0.360453743889,-0.575069174813
bow1,1.66068167515,-0.0662115971196,0.275507938064,1.66987879074,-0.0919532472968,0.0427569582352,1.66328417525,-0.122803689611,-0.190483496058,1.61212656679,0.0626569379073,0.0239400316969,1.49112414158,0.162729415194,-0.270370833654,1.45727315694,-0.142800799482,-0.285651745685,1.72763101469,-0.246563432501,0.0615738847736,1.71880708387,-0.32336996821,-0.269172420706,1.68298262185,-0.36167277314,-0.573099077447
bow1,1.66427847163,-0.0655588586881,0.274723531542,1.67060852484,-0.0917240347165,0.0423809332159,1.6619984059,-0.122387098875,-0.190815431033,1.6126688032,0.0628861650577,0.0241907468683,1.49516442053,0.168951979473,-0.26530462535,1.45466106702,-0.135406018427,-0.286252718757,1.72854824649,-0.246334226861,0.0605711195636,1.71976704697,-0.324992767418,-0.270205230629,1.68383039394,-0.361237040046,-0.574357869624
bow1,1.66541713913,-0.0639584364147,0.275133714127,1.67140150363,-0.0923378394819,0.0445001014457,1.66363477471,-0.124524925506,-0.188522529328,1.61396739246,0.06231198541,0.0250531535973,1.49468053037,0.169140088048,-0.266054440468,1.45178972128,-0.134845360029,-0.28783071114,1.72883561481,-0.246987683447,0.0639470492942,1.71840328279,-0.325449498501,-0.269205774936,1.6847823115,-0.363856970631,-0.573368493237
bow1,1.66592690084,-0.0620063318811,0.276018905126,1.67224255875,-0.0901060248691,0.0441893531171,1.66396178999,-0.121856940296,-0.188873299573,1.61388157055,0.0642567368343,0.0252338790102,1.49928146242,0.175925673185,-0.264740462006,1.44821998091,-0.126528280245,-0.289917306914,1.73060354694,-0.244468771314,0.063144827224,1.72000692335,-0.323787505306,-0.266763336979,1.68448886178,-0.363073402373,-0.570593101535
bow1,1.66598964117,-0.0613110572976,0.275678084583,1.67241699341,-0.089038992368,0.0442191223738,1.66407433554,-0.120916678042,-0.188826852232,1.6146730694,0.0655420028031,0.0251418961224,1.50258076707,0.1787765459,-0.265088588139,1.44742308923,-0.122925652557,-0.290856604524,1.73016091743,-0.243619987539,0.0632963486252,1.71957538987,-0.322271576715,-0.269311247991,1.68332650817,-0.365029003567,-0.572575274999
bow1,1.66539821719,-0.0619210028599,0.276885728357,1.67317858905,-0.0889729571608,0.0440002169884,1.66522191375,-0.119962701964,-0.189177610232,1.61455380871,0.0653444391937,0.0254919179227,1.50166523868,0.179227180354,-0.264923118468,1.44827660671,-0.122833165902,-0.290259958489,1.73180336938,-0.243290361145,0.0625085160541,1.71753242363,-0.32357135839,-0.269926413827,1.68219160973,-0.363255265059,-0.573726393878
bow1,1.66384376491,-0.0601971049137,0.276183036312,1.67206151592,-0.0873417280487,0.0435358961404,1.66375389163,-0.119078636006,-0.189530464336,1.61446517496,0.0672994941049,0.0245315300647,1.5038350393,0.178975647187,-0.264952484348,1.44719811123,-0.122415582583,-0.29100488861,1.72965785688,-0.241982965461,0.0625402622162,1.71848396314,-0.322549656896,-0.268518824549,1.68171370223,-0.3612073237,-0.572285230013
bow1,1.6659040536,-0.0579290614572,0.274627608823,1.67204210067,-0.0862777632763,0.0429469069539,1.66245042316,-0.119023709153,-0.189929751541,1.61494429286,0.068499645401,0.0235349310147,1.50324469857,0.18115922351,-0.265137845949,1.44503379874,-0.120031694659,-0.290212827437,1.72913990847,-0.241055171954,0.0623588828931,1.71795271371,-0.322601233555,-0.268415001796,1.68178181677,-0.361021166223,-0.572286634072
bow1,1.66589989271,-0.0560738292337,0.273622970166,1.67192381391,-0.0867723620995,0.0422820666902,1.66168431858,-0.121709136772,-0.190247329903,1.61487714931,0.0678563346075,0.0215620308707,1.50323199414,0.182041135694,-0.266738248734,1.44533262491,-0.119338563068,-0.29004995622,1.72897047851,-0.241401058806,0.0630021025096,1.71883015322,-0.320340701767,-0.266670223525,1.68252950826,-0.361804336084,-0.570124710548
bow1,1.66530600205,-0.0537036188602,0.270932939389,1.6713974384,-0.086516176594,0.0402716468707,1.66155150416,-0.122977966606,-0.192040160836,1.61225641351,0.0671966646416,0.0186529981388,1.50316204898,0.181668851502,-0.26680184711,1.44238205851,-0.11907465789,-0.291115222482,1.73053846329,-0.240229025459,0.0618902956026,1.71949420834,-0.320934235705,-0.269272917615,1.68131539106,-0.362557056608,-0.572474254429
bow1,1.66623054858,-0.0507609770669,0.270059522906,1.67111056069,-0.0837416872913,0.039649425024,1.66007615098,-0.120415212625,-0.192575845725,1.61084160858,0.0695700877895,0.01830214274,1.5024689297,0.182913783038,-0.266658961264,1.44220651832,-0.117948132656,-0.290827074864,1.73137951279,-0.237053454743,0.0609967073081,1.72202680818,-0.322622580895,-0.269037453285,1.68338033287,-0.362594219433,-0.572402301564
bow1,1.66538081216,-0.0488788772219,0.27058885342,1.67039315663,-0.0834240553439,0.0408312819073,1.66085886998,-0.120387858371,-0.191415509244,1.60829327341,0.069101503905,0.0191053442392,1.4977265202,0.176826561639,-0.266719063473,1.43964599508,-0.124457190524,-0.290901223174,1.73249303986,-0.235949599334,0.0625572195754,1.72445112778,-0.321541975066,-0.26708647342,1.68696652273,-0.362843595909,-0.570414582803
bow1,1.66209026848,-0.0437554991109,0.271264768827,1.66855854982,-0.0787669194436,0.0421985982164,1.66049288857,-0.115181339635,-0.190187800991,1.605809864,0.0734990396438,0.0205170507489,1.49471968747,0.175108288875,-0.267565335387,1.44545290114,-0.127946671147,-0.288593932492,1.73130723564,-0.231032855643,0.0638801456839,1.72794784374,-0.319862732485,-0.262180327817,1.69334165917,-0.362068853253,-0.565727411396
bow1,1.65477322992,-0.0371452202017,0.271895471974,1.66521563537,-0.073402765463,0.0424051687231,1.66066364686,-0.110102512103,-0.190031246442,1.60322707658,0.0790029669243,0.0195558785953,1.49320662286,0.176882285392,-0.266631766597,1.44626723016,-0.126565701969,-0.287766939634,1.72720419416,-0.22580850548,0.0652544588509,1.73221922023,-0.319434127928,-0.257888259767,1.70142577996,-0.362034643871,-0.561788720388
bow1,1.65166065074,-0.03272600022,0.268051306161,1.66369059108,-0.0718899079056,0.0385066300133,1.65801728711,-0.113785940098,-0.193018449856,1.60140160818,0.0798950958391,0.0125668105935,1.49092465257,0.17119125223,-0.269019575597,1.44491910963,-0.132575030041,-0.287241147328,1.72597957398,-0.22367491928,0.0644464494331,1.73612339829,-0.321569733705,-0.259139922057,1.70812657061,-0.36001191418,-0.563851489142
bow1,1.65217663928,-0.0324746174043,0.26757632868,1.66330448709,-0.0733297973244,0.0382673278427,1.65777510999,-0.11660798536,-0.193014268059,1.60087304552,0.078239355067,0.0113981723984,1.48665464537,0.163096326877,-0.27375762754,1.45024948292,-0.142322935266,-0.283100053626,1.72573592866,-0.224898964975,0.0651364832871,1.73690111786,-0.322984159559,-0.257936616808,1.70802001182,-0.361118390401,-0.562618944805
bow1,1.6508805037,-0.0331359647861,0.268819619573,1.66295414622,-0.0732371625029,0.0386120099157,1.6574433245,-0.11667727674,-0.192643005243,1.59951037705,0.0779106299689,0.0117319023793,1.48464475782,0.162203604041,-0.274610678018,1.45065171515,-0.143611584301,-0.28151555193,1.72639791539,-0.224384954975,0.0654921174521,1.73646227251,-0.322612640175,-0.258267852989,1.70268883736,-0.361476106517,-0.562353178152
bow1,1.65154542826,-0.0333794773584,0.270637335637,1.66330828366,-0.0743726821371,0.0405980315642,1.65752219459,-0.118081779319,-0.190599502725,1.5997995729,0.0767300814096,0.0136210462145,1.48857574997,0.172540746166,-0.274652684645,1.44604071149,-0.132157621746,-0.281425874348,1.72681699443,-0.225475438054,0.0675750169138,1.73128733253,-0.320034015385,-0.259288341793,1.69981212917,-0.362467816302,-0.563127520613
bow1,1.65220729068,-0.032820934583,0.270428257278,1.66382048946,-0.0741586452215,0.0404775005079,1.65701877837,-0.118525979776,-0.190566709738,1.60127796294,0.0772995143302,0.0132346119511,1.49363224766,0.180533257415,-0.272339531832,1.44219948431,-0.12270396154,-0.283040667368,1.72636301599,-0.225616797144,0.0677203890647,1.73032823457,-0.320850943956,-0.25779639491,1.6977220314,-0.35876079273,-0.562109873775
bow1,1.65516333841,-0.0317841309697,0.269570641439,1.66437151642,-0.0742410940642,0.040820729685,1.65629307553,-0.119396000447,-0.190028972087,1.60271888027,0.0775307589419,0.0132915982354,1.49381414896,0.179590371731,-0.268781213408,1.44122755658,-0.123218232077,-0.284616957743,1.72602415257,-0.22601294707,0.0683498611347,1.72735202857,-0.319385378717,-0.258972653509,1.69562047382,-0.3608997775,-0.562909365568
bow1,1.65659192905,-0.0316208223469,0.270216479698,1.66381242141,-0.0700250926998,0.0415034252201,1.65480609988,-0.1095695136,-0.190324712475,1.60434839206,0.0832222627302,0.0176735197401,1.49200410387,0.179004259735,-0.265690630588,1.44300697166,-0.124128427568,-0.286579732834,1.72327645076,-0.223272463389,0.0653333307001,1.72624020159,-0.319181159168,-0.261646721691,1.69353024251,-0.358025151389,-0.565846064433
bow1,1.65822595189,-0.0308149310299,0.268201367494,1.66328151501,-0.0683339935757,0.0370395905003,1.65182024082,-0.108583143036,-0.194569452484,1.60435557102,0.0851458467409,0.0132841459344,1.491885565,0.178761858177,-0.268272234156,1.44185206848,-0.124409986986,-0.28575981282,1.722207459,-0.221813849151,0.0607950350662,1.72465375584,-0.317116681353,-0.265019732221,1.69248238401,-0.359146889857,-0.568857291053
bow1,1.6567982239,-0.0308352991282,0.269919634457,1.66289162048,-0.0661254073614,0.0387175094129,1.65236661717,-0.104455600441,-0.193264477074,1.60458787105,0.0877413676138,0.0159398152471,1.49061921389,0.177211270639,-0.268105969739,1.4422992184,-0.126234341422,-0.285852679453,1.72119536992,-0.219992197595,0.0614952035787,1.72377899792,-0.316286148677,-0.264750686039,1.69176216811,-0.358571971848,-0.56856932454
bow1,1.65848243146,-0.0305513840978,0.271145885595,1.66481740491,-0.0652656514473,0.0404411351516,1.65327530358,-0.101638107479,-0.191806701481,1.60561449197,0.0884917910015,0.0193036725601,1.49081868345,0.177753919688,-0.265746046155,1.44261439906,-0.125527080133,-0.286475696968,1.72402031784,-0.219023086267,0.0615785977431,1.72400836084,-0.314743819954,-0.26516780114,1.6904660145,-0.355966355271,-0.568968855912
bow1,1.65982922459,-0.028975859589,0.270372778841,1.66428211434,-0.0621992738663,0.0401741083092,1.65206605347,-0.0963300827462,-0.192377802997,1.60556712085,0.0919560471141,0.0206339339645,1.49100203249,0.178136763379,-0.265517988968,1.44415553639,-0.125341191903,-0.286389215813,1.72299710783,-0.216354587217,0.0597142826538,1.72412676929,-0.31445436029,-0.264810440735,1.69096747623,-0.354902388586,-0.56875267123
bow1,1.65821155499,-0.0284505283117,0.272581433465,1.66383314406,-0.0625797915678,0.040972816013,1.65305507987,-0.0987594004024,-0.191341277088,1.60588413503,0.0916274044797,0.0196461245725,1.49310064922,0.181042380218,-0.266993155368,1.44415333476,-0.122308904314,-0.284544672347,1.72178215309,-0.216786995245,0.0622995074535,1.72376982992,-0.310834610625,-0.262762801484,1.69115693847,-0.354895155224,-0.566261399954
bow1,1.65891186077,-0.0270528244759,0.270819315414,1.66432935428,-0.06297577058,0.039050603497,1.65298013443,-0.101789857221,-0.19281094234,1.60600814843,0.0908670899938,0.0161520903035,1.49410405646,0.182078669304,-0.268877039669,1.44345508938,-0.121120766009,-0.284225761091,1.72265056013,-0.216818638783,0.0619491166905,1.72507256412,-0.312143626836,-0.264118793818,1.69424336698,-0.357059603115,-0.567684690099
bow1,1.6600063444,-0.0269738142606,0.271227606072,1.66542348179,-0.0640704969383,0.0410327924712,1.65419437667,-0.102315838478,-0.190930743554,1.60662168705,0.0896493340688,0.0185348852911,1.49378264145,0.181581628329,-0.270428521642,1.44283424939,-0.121723185282,-0.282207967063,1.72422527654,-0.217790327945,0.0635306996513,1.72314874221,-0.314225756705,-0.26450968641,1.69207551627,-0.356683359857,-0.568406117683
bow1,1.65888805571,-0.0281712785429,0.269332621166,1.66511427514,-0.0650333276639,0.039375094022,1.65368058158,-0.103598097446,-0.192525910734,1.60629075141,0.0886547192057,0.0167176105057,1.4940060303,0.181169580809,-0.270791406984,1.44230703216,-0.12205759884,-0.281332232704,1.72393779887,-0.218721359275,0.0620325775384,1.7223147557,-0.315864370608,-0.266730478024,1.69006123533,-0.359034533028,-0.570404889581
bow1,1.65876221344,-0.0283732786694,0.272459116989,1.6656612807,-0.0642094731156,0.0425119938683,1.65480973431,-0.101358103064,-0.189647191737,1.60649327765,0.0894670978793,0.0206876109825,1.49326177588,0.180757041454,-0.268951987747,1.44086342023,-0.12217381508,-0.283738446884,1.72482928375,-0.21788604411,0.064336376754,1.72232085992,-0.31472545457,-0.265400155781,1.6903671507,-0.359458390547,-0.56887974422
bow1,1.65811144172,-0.0261659675222,0.270613416255,1.66514209726,-0.061847273332,0.0398623070546,1.65348012748,-0.0992960504525,-0.192209625818,1.6060210912,0.0918455904076,0.0180326139376,1.49371403465,0.180805810206,-0.272099663968,1.44014552545,-0.122063801848,-0.28342994205,1.72426310331,-0.215540144701,0.0616920001715,1.72376518986,-0.314882095993,-0.267187453567,1.69268367124,-0.359270332721,-0.570807975386
bow1,1.65817857545,-0.0261387799282,0.269296033196,1.66445923309,-0.0613351107707,0.0396024218675,1.6527687,-0.0990495473284,-0.19242577921,1.60667001129,0.0928189890925,0.0174578740051,1.49316142934,0.181537634958,-0.269463034741,1.44121998556,-0.121490998218,-0.283613722852,1.72224845489,-0.215489218263,0.0617469697299,1.72381781248,-0.314975601659,-0.264474349512,1.69490706587,-0.358510101165,-0.568427673494
bow1,1.65959154196,-0.0258803366278,0.270273383963,1.66549866634,-0.0622619334297,0.0399116679274,1.65349612475,-0.100710524881,-0.191974884665,1.60731710995,0.0916884448996,0.0173973857884,1.49456424759,0.183160519139,-0.271591946144,1.43972327578,-0.119477652276,-0.283146340645,1.72368022274,-0.216212311759,0.0624259500665,1.72406781826,-0.315542861483,-0.263468460538,1.69236520916,-0.360645211821,-0.566910635349
bow1,1.66232309681,-0.0233548520458,0.269387875882,1.66522984999,-0.0589428845819,0.0384592458191,1.65095960996,-0.0976931391786,-0.193248679059,1.61010517421,0.0961139922501,0.0159233002298,1.49697390583,0.18304762821,-0.274352544595,1.43934571293,-0.119181251685,-0.282679145655,1.72035452576,-0.213999769043,0.0609951914084,1.72350887267,-0.31549733131,-0.259508283924,1.68976439453,-0.360664142272,-0.562725994448
bow1,1.65888521936,-0.0227681146433,0.266914957602,1.66378123542,-0.059695975993,0.0360267102466,1.65158936884,-0.0995483691042,-0.19561110813,1.60961016755,0.0955102154074,0.0121757129367,1.49906666272,0.182485395297,-0.2794201182,1.44020558747,-0.119602619987,-0.280036814829,1.71795230329,-0.214902167393,0.0598777075565,1.7229595582,-0.317099475662,-0.260585552414,1.68910362914,-0.362090231125,-0.563820047196
bow1,1.66326975528,-0.0239013993193,0.269711938567,1.66624145467,-0.0611163427801,0.0384636976697,1.65219350802,-0.100659229617,-0.193127635618,1.61203791807,0.0941769723719,0.0152365560699,1.4986700593,0.180631756144,-0.280449779829,1.44039016817,-0.121575794357,-0.279181377275,1.72044499127,-0.216409665562,0.0616908392695,1.72400326314,-0.316903457424,-0.259362289646,1.69252661512,-0.364141549118,-0.562512320512
bow1,1.66521262206,-0.023928178987,0.268510759555,1.6673092044,-0.0621088391632,0.0376651707984,1.65297817793,-0.101924241383,-0.193864317577,1.61268367105,0.0930270418826,0.0143685269645,1.49938953679,0.182206114866,-0.280217879396,1.44051735996,-0.119891421942,-0.278988994929,1.72193473775,-0.217244727838,0.0609618146323,1.72336385982,-0.316801775202,-0.25899619843,1.69299306309,-0.367961280071,-0.561618584432
bow1,1.66435409261,-0.0240574736749,0.265947347182,1.66670934078,-0.0619019588898,0.0351212887245,1.65202333802,-0.102661320696,-0.196214411726,1.61211920606,0.0931568615865,0.0112672564549,1.49631411743,0.178175616509,-0.278778567562,1.44049796562,-0.124496982316,-0.27955424144,1.72129947551,-0.216960779366,0.0589753209941,1.7244294084,-0.317101606493,-0.260160997266,1.69333217325,-0.368666295915,-0.562641779037
bow1,1.66525290801,-0.0250559139769,0.268129076058,1.66778931044,-0.063136379514,0.0375894701824,1.65381143344,-0.102978521465,-0.193952089193,1.61313777587,0.0919725696736,0.0141990154088,1.49874244805,0.184337795839,-0.276457348454,1.44105287069,-0.117966737358,-0.280256788644,1.72244084501,-0.218245336331,0.0609799249559,1.72431734873,-0.317641127168,-0.260459580839,1.69250880312,-0.367567544057,-0.56314256947
bow1,1.66790805814,-0.0240477102543,0.268801429586,1.66927771428,-0.0619531884694,0.0389154077083,1.65381167337,-0.100615682719,-0.192733339194,1.6141227661,0.0931546564216,0.0167105169177,1.49726151237,0.181414542108,-0.273566595944,1.44241664814,-0.121325405444,-0.281460620558,1.72443266247,-0.217061018102,0.0611202984989,1.72465353455,-0.318063794391,-0.259745104535,1.68908571222,-0.367773489248,-0.562041421642
bow1,1.66578698437,-0.02820246124,0.270085983276,1.66939393234,-0.0637253552483,0.0390819874816,1.65559536517,-0.100898459675,-0.192909584759,1.61445785783,0.0915397742296,0.0174710289926,1.4982163554,0.181447931846,-0.271070810877,1.44239027589,-0.121009548607,-0.28252263218,1.72433000685,-0.218990477097,0.0606929459707,1.7228378688,-0.31978859354,-0.259270610561,1.67489926627,-0.383818676856,-0.556991808985
