"[1.215, 1.3225]","[24.3, 26.45]"
"[1.215, 1.3225]","[38.85, 26.45]"
"[31.55, 33.7]","[31.55, 33.7]"
"[1.9425000000000001, 1.3225]","[24.3, 26.45]"
"[1.9425000000000001, 1.3225]","[38.85, 26.45]"
"[31.55, 19.2]","[31.55, 19.2]"
