"[0.19, 1.335]","[3.8, 26.7]"
"[0.19, 1.335]","[16.95, 26.7]"
"[10.35, 33.25]","[10.35, 33.25]"
"[0.8474999999999999, 1.335]","[3.8, 26.7]"
"[0.8474999999999999, 1.335]","[16.95, 26.7]"
"[10.35, 20.15]","[10.35, 20.15]"
