31.45,3.15,31.45,3.15
1.16,0.4325,23.2,8.65
1.16,0.4325,39.7,8.65
31.45,14.1,31.45,14.1
1.985,0.4325,23.2,8.65
1.985,0.4325,39.7,8.65
